"","id","version","classification.score.1","classification.score.2","give.trials","deception.score","INT","LIF","AFF","ANT","mach_total","nar_total","pers_sum","ref_sum","bor_total","lpa","lambda","eta","gamma","eta.gamma.ratio","alpha","beta"
"145",145,"comp",60,59,30,10,10,9,11,8,22,24,1,0,5,"3",4.48659405141917,0.594924426740171,0.666666663188126,0.892386644766561,1.56179302877181,-8.78878428721352
"146",146,"comp",57,59,60,3.33333333333333,16,10,15,9,28,35,19,14,30,"2",4.24410875226434,0.407642682938177,0.515502897068451,0.790767006851657,1.49844344316876,-6.908188198706
"147",147,"comp",50,50,42,61.9047619047619,9,14,12,13,23,24,2,2,30,"1",4.11814032215529,0.551579996410864,0.417387359473311,1.32150623130247,0.0347735959853214,-2.09079456094532
"148",148,"comp",54,55,35,74.2857142857143,10,16,13,10,23,18,5,7,21,"2",4.26699775026053,0.633957457182065,0.590909085483462,1.07285109123577,3.40404418306641,-6.90552827654464
"149",149,"comp",53,53,51,88.2352941176471,15,9,12,8,25,37,8,10,11,"2",4.52261692277954,0.645146873420976,0.590909089015313,1.09178702005759,2.8085200833346,-9.18286340659107
"150",150,"comp",53,52,53,11.3207547169811,12,13,15,9,22,29,0,1,6,"1",4.19215203539974,0.696055761982078,0.833769466174059,0.834829998244105,1.13584639726966,-4.68961448845982
"151",151,"comp",61,61,20,10,14,14,14,16,23,23,10,13,21,"4",4.24335864134315,0.924336652501324,0.999999985791104,0.924336665635128,0.697132138358241,-7.1756521462221
"152",152,"comp",57,55,51,11.7647058823529,7,7,7,8,21,23,0,0,6,"3",4.0572290080029,0.324041875306218,0.520033522063435,0.623117282940638,0.269005944862878,-2.53851431766076
"153",153,"comp",58,58,35,2.85714285714286,17,12,17,13,34,34,18,6,20,"4",4.31918901485304,0.532640711523667,0.639755916419365,0.832568637277778,3.22376235356643,-7.12680089313154
"154",154,"comp",60,57,25,64,7,9,8,9,18,25,0,0,5,"3",4.06970422188907,0.649159305896416,0.590909083559551,1.09857730056538,3.74608957214658,-1.90989971755791
"155",155,"comp",59,59,41,68.2926829268293,13,19,19,15,23,19,1,4,14,"1",4.73932724141359,0.58602111639357,0.553590455658805,1.05858240582593,8.35777465317798,-4.98538813179154
"156",156,"comp",59,57,47,87.2340425531915,12,14,10,9,38,18,6,0,34,"2",4.28677686650495,0.660223846184496,0.579192277235707,1.13990443611494,3.79724296754948,-7.04448603952509
"157",157,"comp",52,52,52,0,13,10,12,15,26,33,5,15,23,"4",4.62549140074539,0.435522540737723,0.663708512234199,0.656195502558272,5.7379594860422,-8.2502825907148
"158",158,"comp",58,57,20,50,12,8,16,8,22,20,0,0,6,"3",4.5314293583477,0.589321788355941,0.590909090912082,0.997313795674237,4.30296323200035,-8.76478202306998
"159",159,"comp",58,58,30,3.33333333333333,7,11,11,8,14,23,4,7,9,"2",4.6582806043032,0.505930769983104,0.605299461050243,0.835835487289669,6.62318423170136,-7.34279993260297
"160",160,"comp",58,59,21,4.76190476190476,15,20,19,8,29,27,8,20,52,"4",4.55522801153164,0.571141707969547,0.749999998930642,0.761522278378516,7.50618623510061,-3.25152063481831
"161",161,"comp",38,38,20,15,25,27,25,27,28,32,25,19,37,"4",4.63279074689179,0.524831065204472,0.578225205524488,0.907658573493724,6.92207011986076,-7.06098751085055
"162",162,"comp",56,56,35,82.8571428571429,9,11,12,12,20,34,0,1,6,"1",4.64726097837171,0.561439817216113,0.518799869041406,1.08218958931793,5.52589763924651,-8.42809271140677
"163",163,"comp",52,52,27,25.9259259259259,9,12,12,8,24,21,0,0,14,"3",4.29244965017195,0.31830854942127,0.477849449275882,0.666127270636442,4.91627020695223,-1.15681213154152
"164",164,"comp",57,57,55,1.81818181818182,10,12,10,8,13,22,3,0,40,"2",4.21260730635962,0.335476375494349,0.442172606666945,0.75870004255383,2.91232660946148e-07,-6.82657297432281
"165",165,"comp",43,42,60,1.66666666666667,15,15,16,14,27,36,8,5,8,"4",4.22518973911894,0.685055228423746,0.837470704981863,0.818005005248013,2.27530116957712,-6.7529997806913
"166",166,"comp",58,59,50,52,7,7,10,8,23,25,0,0,8,"3",4.1758112967274,0.552758700027374,0.548914261405985,1.00700371422586,3.82556314662158,-5.3563905073145
"167",167,"comp",56,56,50,94,7,7,10,8,13,25,0,0,7,"3",4.71241117664164,0.539159967237413,0.479419158866195,1.12461080719532,4.84135093392372,-8.66853259979526
"168",168,"comp",59,56,23,8.69565217391304,7,7,9,8,23,20,0,0,6,"3",4.19045233121743,0.473768646085421,0.54513231725001,0.869089267125838,1.59692180095632,-6.22795018548494
"169",169,"comp",56,57,20,20,7,8,12,8,21,23,0,0,6,"3",4.25263193262561,0.412006281301263,0.457575757126858,0.900411079223847,3.04565028500385,-6.18354040810988
"170",170,"comp",61,61,34,5.88235294117647,8,13,12,11,23,27,0,16,16,"2",4.44009365056695,0.597243177483071,0.666666665602566,0.895864767654542,2.10305340575187,-8.68917939116817
"171",171,"comp",63,61,30,60,7,7,10,8,16,27,2,6,5,"2",4.18310088445524,0.581565628764169,0.552220719363972,1.0531398195888,4.606344007899,-4.39549758352764
"172",172,"comp",60,60,22,27.2727272727273,7,8,7,8,16,16,0,0,14,"3",4.62897337571685,0.536532749747053,0.564780290772779,0.949984903001705,6.33483802890478,-7.68788569311401
"173",173,"comp",55,56,21,4.76190476190476,17,11,22,11,28,24,3,4,18,"1",4.13562388364627,0.536831218160354,0.666666665339244,0.805246828843885,2.55320387166347,-5.98621073960554
"174",174,"comp",46,44,24,25,25,19,15,22,41,20,15,27,9,"4",3.96586390522716,0.625012414201496,0.730769227087513,0.855280150058437,3.00622775318428,-1.17402034780687
"175",175,"comp",57,57,25,88,8,9,11,8,21,22,0,0,7,"3",4.10052526768016,0.613601775323231,0.420402666407119,1.45955728722476,0.0576226739042639,-3.97307316698953
"176",176,"comp",53,54,44,31.8181818181818,18,19,21,18,29,26,2,0,14,"1",4.21616699054446,0.583350473417047,0.611111109120986,0.954573505063802,1.12457129938672,-6.34837474541807
"177",177,"comp",49,50,45,24.4444444444444,13,13,9,9,30,22,9,5,30,"2",4.44683468187631,0.635438844601148,0.666666665019918,0.95315826925614,3.56845940202696,-8.46297672268781
"178",178,"comp",55,53,45,80,18,15,14,9,30,21,0,0,23,"1",4.48889698226853,0.62826369982356,0.590909090081768,1.06321549349769,3.19909779779936,-8.88498211463646
"179",179,"comp",58,59,47,19.1489361702128,19,14,21,18,36,33,17,17,42,"4",4.02379243134894,0.392633799393809,0.477407781560458,0.822428570624559,1.59768578563766,-3.82242928544788
"180",180,"comp",59,59,55,98.1818181818182,7,9,11,8,9,37,0,0,2,"3",4.64438496373889,0.580165576538716,0.47702396556816,1.21621892905886,3.24815218087933,-9.94788918478384
"181",181,"comp",56,55,32,31.25,12,15,14,11,28,26,4,13,30,"4",4.50134737851031,0.568435324385134,0.590909088725648,0.961967475590906,5.07235164487376,-7.93941998375173
"182",182,"comp",56,56,56,1.78571428571429,10,9,13,8,26,23,0,0,11,"3",4.65313877726096,0.483800703590643,0.604665329824124,0.800113186134491,6.6753438973532,-7.23090854118672
"183",183,"comp",59,57,38,2.63157894736842,18,7,11,8,33,25,8,19,29,"2",4.34181649187378,0.539606197308784,0.672784042046104,0.802049637901201,1.37503293199148,-7.90652436526414
"184",184,"comp",60,60,59,71.1864406779661,9,8,8,8,24,24,21,13,22,"2",4.75816976460649,0.688252578127156,0.666666663059976,1.03237887277594,1.33051089018631,-10.7840512273617
"185",185,"comp",60,59,48,4.16666666666667,14,8,11,8,22,21,5,6,11,"2",4.4962581436717,0.470196045839627,0.591440578992018,0.795001328182409,6.90798919298854,-5.55403543545388
"186",186,"comp",55,57,21,4.76190476190476,8,7,7,7,15,14,0,0,0,"3",4.36638460677349,0.574711160027267,0.66666666593109,0.862066740992075,2.75147373223199,-8.16370087081863
"187",187,"comp",52,53,38,0,8,8,9,8,20,20,0,0,3,"3",4.47145681453923,0.34099087337845,0.548842075501413,0.621291421702548,4.58532005903676,-7.66093695749962
"188",188,"comp",60,60,60,1.66666666666667,7,8,12,8,17,19,0,2,25,"3",4.6348870633468,0.491657860195473,0.608622736361239,0.807820396482291,6.34175259607922,-7.66618196465324
"189",189,"comp",57,54,20,35,12,10,11,10,20,22,0,0,2,"3",4.04828930076931,0.592591656764128,0.666665207560477,0.888889430622297,2.37325079532985,-1.04886044460866
"190",190,"comp",56,58,41,78.0487804878049,10,10,9,8,27,25,4,8,19,"2",4.28882376527512,0.462252735320584,0.418454679644775,1.10466618682097,2.60159120878273,-7.38878701629808
"191",191,"comp",56,54,53,32.0754716981132,23,25,26,25,31,27,21,11,33,"4",4.05151384649465,0.42531877453416,0.471951596925505,0.901191514775813,0.528342600964841,-3.75697779993353
"192",192,"comp",57,57,44,31.8181818181818,15,20,19,17,26,31,2,8,39,"4",4.05525387683703,0.556006528055774,0.59090908689026,0.940934130801465,1.59222201200708,-4.47599876457842
"193",193,"comp",60,61,20,5,11,10,15,8,24,24,0,1,4,"3",4.54813441278275,0.50506263940904,0.638829892857928,0.790605832719482,7.47875564224191,-4.58807531449144
"194",194,"comp",60,58,37,94.5945945945946,21,15,20,14,35,28,9,9,24,"4",4.37688307801389,0.677249974262808,0.587290228640345,1.15317766452667,3.0009504980666,-8.06752157430423
"195",195,"comp",61,62,43,6.97674418604651,7,9,7,8,11,8,0,0,5,"3",4.31565867924782,0.404758881239371,0.499896152280698,0.80968593055322,2.30345608924562e-06,-7.303638419726
"196",196,"comp",56,54,22,68.1818181818182,8,12,7,7,26,22,4,4,13,"2",4.10510296102945,0.512034151682317,0.469774892503463,1.08995640221139,1.59791095346935,-5.19887829984718
"197",197,"comp",48,48,48,0,7,7,9,8,17,21,0,0,3,"3",4.35773627615184,0.190306721939723,0.4215133066874,0.451484493894892,2.55818420424156,-7.72699469001996
"198",198,"comp",54,53,46,0,15,8,12,8,34,8,7,15,27,"2",4.49829995511416,0.478332590930384,0.59304784646667,0.80656660972677,1.94721200130016,-9.13349851518418
"199",199,"comp",55,58,29,13.7931034482759,10,10,13,11,23,26,3,2,29,"1",4.50990371085581,0.341283728018126,0.479300264461705,0.712045774482133,7.46742483881985,-2.48938929478505
"200",200,"comp",57,56,40,5,8,8,16,17,40,35,31,23,35,"4",3.98200821469762,0.436363501347857,0.55434541429841,0.787168956561365,4.51925372469367e-07,-5.02300277324308
"201",201,"comp",58,59,44,93.1818181818182,7,10,13,12,18,27,0,0,3,"1",4.14199129349234,0.599585627358212,0.478585397809559,1.25282892061158,4.29231324445319e-07,-6.5873263963119
"202",202,"comp",54,54,21,0,11,10,10,9,23,22,0,0,6,"3",4.60228843469037,0.452320147947855,0.657509356889443,0.687929598580466,6.30516525865933,-7.77360184414368
"203",203,"comp",62,58,35,40,10,9,11,10,21,21,2,8,19,"2",4.59638188784932,0.651377490867473,0.660171025483589,0.986679914330268,1.45480093446702,-9.64051438412944
"204",204,"comp",42,43,21,4.76190476190476,22,14,14,16,41,26,36,27,34,"4",4.41187187792041,0.43760193703662,0.507736464320351,0.861868248171594,3.78511259986916,-8.00166983373914
"205",205,"comp",58,59,23,82.6086956521739,15,14,12,12,27,34,0,1,2,"1",4.49005858939086,0.624897815275098,0.580276932399003,1.07689584125225,4.91221846961167,-7.91402819713228
"206",206,"comp",57,56,53,0,19,24,7,17,20,33,22,12,24,"4",4.50098965755501,0.433840028241832,0.652103446960731,0.665293260239364,3.66547323900382,-8.91258660392249
"207",207,"comp",54,55,46,8.69565217391304,17,25,12,19,23,27,10,8,44,"4",4.60292312062448,0.516401333089231,0.610590923501198,0.845740270962639,7.923397039924,-4.97206399459407
"208",208,"comp",56,56,59,93.2203389830508,11,11,12,8,24,19,4,6,19,"2",4.02982112796925,0.75334878674349,0.502232524848919,1.49999999894493,0.067009306886016,-5.12312219377062
"209",209,"comp",58,58,31,9.67741935483871,10,10,11,8,15,18,0,2,13,"3",4.46954044186203,0.441036958811982,0.504538954934019,0.874138566505055,5.24764996914729e-06,-8.26194816995857
"210",210,"comp",60,60,57,8.7719298245614,8,17,12,10,28,23,1,1,14,"1",4.53953585015454,0.415283524536883,0.525193221444874,0.790725218033821,7.75563215193209,-4.26083986254751
"211",211,"comp",61,61,33,15.1515151515152,11,14,14,12,25,26,10,16,31,"4",4.76070354265518,0.44389029479754,0.488673600663397,0.908357427524095,2.07670518899828,-10.6406796316314
"212",212,"comp",51,51,32,0,16,15,15,16,31,29,0,0,8,"1",4.61731977877817,0.443422525747601,0.659601077447986,0.672258643759671,6.21251477386157,-7.89467147523266
"213",213,"comp",56,55,42,2.38095238095238,13,16,15,12,20,19,3,6,5,"1",4.45134557221086,0.501250202835319,0.611111102887563,0.820227615677182,4.66851480919894,-7.95157440104638
"214",214,"comp",60,59,20,25,11,12,13,9,24,32,0,1,21,"1",4.44117022195687,0.556550847090107,0.653541426891871,0.851592300333532,6.5873038707976,-2.47454728601209
"215",215,"comp",56,55,21,23.8095238095238,7,7,7,7,9,21,0,0,0,"3",4.40537791808847,0.570546931959229,0.611111106319373,0.933622259617477,5.55015987462457,-6.55388590393693
"216",216,"comp",56,54,60,83.3333333333333,16,9,13,15,30,29,0,0,7,"1",4.08197724020716,0.758290233723813,0.663908793886837,1.1421602495795,1.91960006305959,-5.25310140894404
"217",217,"comp",58,59,60,21.6666666666667,9,11,10,8,16,28,0,0,3,"3",4.26091027917324,0.561571627260324,0.608052108138622,0.923558392025669,3.9960701478883,-6.35434497652921
"218",218,"comp",57,58,31,9.67741935483871,13,14,14,9,24,20,1,1,21,"1",4.57274882107105,0.487825975582849,0.548882775707525,0.888761675849689,2.81523047857857,-9.44105589370227
"219",219,"comp",55,56,38,10.5263157894737,8,10,13,9,20,24,10,8,16,"2",4.2998695139141,0.359827837600582,0.432579246609941,0.831819465266767,2.60907797251614,-7.41928977623663
"220",220,"comp",52,53,24,8.33333333333333,20,13,12,8,22,25,2,3,23,"1",4.46183120819256,0.541069599726104,0.61111110171737,0.885386631343413,4.73615560471169,-7.94781499071497
"221",221,"comp",58,59,44,0,7,8,10,8,15,18,0,0,10,"3",4.19070908707553,0.35547202716523,0.623184020899252,0.570412615285426,2.77360306280663,-6.56331717779097
"222",222,"comp",58,57,36,72.2222222222222,14,18,19,8,24,24,0,0,11,"1",4.01235236241575,0.839316536443768,0.726609371879956,1.15511383272171,0.671071876628707,-4.23865148105732
"223",223,"comp",56,56,35,0,7,8,8,8,10,18,0,0,29,"3",4.38732115320816,0.420838393544198,0.749999999830041,0.561117858186087,6.84190426755041,-3.58026875522011
"224",224,"comp",55,54,56,8.92857142857143,14,13,13,12,28,22,8,10,17,"4",4.08512565191706,0.387147337269298,0.49516293237409,0.781858479214297,0.87645748025799,-5.09995584399018
"225",225,"comp",54,49,20,65,12,18,12,11,33,32,1,6,5,"1",3.93093055831985,0.999999971146529,0.922549762671463,1.08395233689161,1.5691608401018e-07,-5.22082670391343
"226",226,"comp",56,53,51,13.7254901960784,18,14,18,18,42,25,26,18,26,"4",3.99401359473411,0.452191919979799,0.552679011195428,0.818181821310206,0.0754556248787748,-4.52150906347604
"227",227,"comp",62,63,50,60,13,11,9,8,29,28,0,0,4,"3",4.55616197424318,0.454486554465645,0.442222222054371,1.02773341501089,4.2771316595689,-8.05890477977221
"228",228,"comp",58,58,31,3.2258064516129,14,14,16,16,23,23,0,1,15,"1",4.26543013562274,0.499999120006753,0.61111003874826,0.818181813918331,1.8310303949854,-7.06812159469756
"229",229,"comp",62,62,51,54.9019607843137,14,13,19,9,30,34,0,4,15,"1",4.61712008681324,0.55249387915488,0.546361943728704,1.0112232110903,6.92539975955663,-7.10532728218869
"230",230,"comp",56,56,32,0,26,16,13,17,28,35,13,13,20,"4",4.66873247238935,0.4409997397466,0.656127385202012,0.672125184366177,6.26093850533064,-7.62270354647342
"231",231,"comp",54,47,42,7.14285714285714,27,26,27,16,34,25,9,12,37,"4",4.09389792016557,0.674938571815051,0.824951889936927,0.818155070675278,0.153042499907017,-4.08561453981367
"232",232,"comp",59,59,41,4.8780487804878,7,9,14,8,20,18,0,12,28,"2",4.65334317963765,0.476399232329821,0.551451266395697,0.863900876397622,4.67905911951129,-9.22981059196977
"233",233,"comp",58,59,55,5.45454545454545,7,7,7,8,24,42,0,0,0,"3",4.21388868216602,0.35948300069679,0.465970271214757,0.771471964852262,0.207976258974066,-6.82291692030094
"234",234,"comp",59,58,35,2.85714285714286,10,12,16,8,20,23,1,1,20,"1",4.46230793537364,0.426086060141239,0.498672259261066,0.854441072725029,1.75073798100278,-8.75049855210603
"235",235,"comp",48,48,26,92.3076923076923,10,10,12,8,24,20,3,10,23,"2",4.0963111782728,0.662167733364408,0.537153046180719,1.23273569436601,2.68906914139144,-5.22953617125012
"236",236,"comp",59,58,28,10.7142857142857,13,14,12,9,19,21,2,5,18,"1",4.43996812373734,0.446940615706141,0.500989973252743,0.892114891650068,3.03883699731526,-8.48682393077787
"237",237,"comp",60,59,25,12,11,7,8,8,19,21,0,0,2,"3",4.26694215058125,0.364614838316003,0.434988778735351,0.838216653257247,0.214756854550505,-6.85294371815868
"238",238,"comp",54,54,45,4.44444444444444,14,13,13,10,22,19,2,5,8,"1",4.69195908587179,0.506208297425123,0.599714872339477,0.844081614068388,6.80150584382696,-7.02471864713314
"239",239,"comp",53,53,28,0,16,14,13,14,31,38,17,11,24,"4",4.46812463433407,0.521007119807819,0.638307242286987,0.816232505746145,0.448037882484717,-8.80986819030006
"240",240,"comp",62,60,60,88.3333333333333,12,11,16,14,27,19,5,0,20,"1",4.16033803810157,0.684454861250279,0.563482350324966,1.21468731159999,3.87272656992445,-5.00114220639027
"241",241,"comp",57,54,36,52.7777777777778,17,14,15,10,29,25,0,4,9,"1",4.34516538378403,0.592435593220517,0.587272727268406,1.00879125781326,2.67854183165111,-7.8197125603503
"242",242,"comp",54,49,38,44.7368421052632,10,20,13,16,16,27,0,0,13,"1",4.18879443733169,0.374687082171519,0.534332796666818,0.701224189323259,2.69289650571576,0.498235371191666
"243",243,"comp",60,60,48,0,7,7,8,8,17,21,0,0,6,"3",4.45210307430652,0.426636162203808,0.667288055527948,0.639358308109172,1.47425013056822,-9.03566181648334
"244",244,"comp",52,56,60,13.3333333333333,8,12,13,8,28,34,1,2,21,"1",4.18359958629602,0.530178794626606,0.611111107253446,0.867565305774626,0.624472773324844,-5.97466870211771
"245",245,"comp",58,57,58,1.72413793103448,11,18,18,8,26,29,0,2,34,"1",4.38124553556893,0.452388152843594,0.552564886601124,0.818705936286097,1.89504879321012,-8.03705632856175
"246",246,"comp",59,59,32,3.125,24,25,22,18,32,20,1,1,39,"4",4.05444915620634,0.472062710177118,0.666666665405302,0.708094066605424,2.84162295538986,-4.54892201175501
"247",247,"comp",44,43,29,31.0344827586207,29,27,24,21,37,20,20,8,43,"4",4.4175013880148,0.583206025050003,0.604565946783658,0.96466899624881,4.57588438889642,-7.53258330589477
"248",248,"comp",54,51,28,25,16,7,18,7,30,6,0,3,36,"1",4.4876315735623,0.640933195776661,0.666666665512794,0.961399795328991,0.326117684681052,-9.51258106639496
"249",249,"comp",51,45,23,52.1739130434783,30,28,27,32,32,29,25,12,45,"4",3.92125614982979,0.687288684591122,0.61779728421299,1.1124825280944,0.209260936938452,-1.72594438036305
"250",250,"comp",48,51,40,20,15,11,11,8,29,37,0,1,5,"3",3.89600222601364,0.674997341886733,0.824999620208667,0.818178972877595,0.180868794036639,-2.83658954600474
"251",251,"comp",55,57,35,11.4285714285714,7,7,7,8,21,31,14,15,25,"2",4.34616446292815,0.6037844272691,0.666666665436503,0.905676642574846,2.84374469718224,-7.97115085433132
"252",252,"comp",61,61,49,83.6734693877551,8,15,11,22,27,26,0,1,12,"1",4.62449547823621,0.579735441270428,0.534806351410352,1.08401001547867,5.88556933390418,-8.16705650830676
"253",253,"comp",55,55,47,10.6382978723404,8,12,7,8,27,36,2,2,16,"2",4.65534250433985,0.474371229419657,0.534326534471443,0.887792761197806,6.14092997770983,-7.83972605799663
"254",254,"comp",53,54,25,0,12,9,12,8,21,26,0,0,8,"3",3.73012970858961,0.541467505693889,0.819143471814621,0.661016689169718,7.47627563013869e-08,-2.50777011427518
"255",255,"comp",57,58,46,52.1739130434783,11,13,11,9,16,24,2,4,15,"1",4.55259746990558,0.592050807630832,0.590909088905237,1.00193213938833,4.48409760414769,-8.7073437344425
"256",256,"comp",55,56,23,82.6086956521739,19,12,13,8,29,21,0,0,6,"1",4.68798707160643,0.85536575660032,0.746297969881238,1.14614509367678,7.89792862814868,-1.23411160973039
"257",257,"comp",55,52,32,25,23,23,26,28,36,27,20,21,35,"4",4.16633198840457,0.380614831154585,0.435083041057305,0.874809623077113,3.08377973090227e-06,-5.57133891392444
"258",258,"comp",61,59,37,24.3243243243243,9,14,10,9,18,33,2,6,33,"2",4.35644066827419,0.579548742084559,0.611111103120439,0.948352499447781,2.9568217033282,-7.88458263466349
"259",259,"comp",59,59,40,7.5,15,8,8,8,26,16,2,1,17,"1",4.67456912792386,0.46044101136784,0.528902031681562,0.870560110922507,5.60373936235735,-8.26969819344042
"260",260,"comp",52,48,23,39.1304347826087,7,7,7,7,18,21,1,0,3,"3",3.88335916145117,0.659553030458503,0.746088845114013,0.884014061834303,8.89945598421295e-08,-1.11432949104795
"261",261,"comp",48,50,32,12.5,7,8,8,8,32,22,0,0,1,"3",4.40329944133286,0.66850397635146,0.73076922950585,0.914794916588792,0.702866805807043,-8.16950802784835
"262",262,"comp",56,56,46,2.17391304347826,12,17,17,10,29,20,5,4,20,"1",4.6742422779206,0.468232234359614,0.549360974041344,0.852321618179553,5.06671909447607,-8.85601195796491
"263",263,"comp",55,53,25,16,9,9,12,7,21,19,0,0,23,"3",4.12056554152607,0.343222327982773,0.544227479857789,0.630659679427543,0.0453759207110443,-2.25806439340708
"264",264,"comp",56,57,28,21.4285714285714,7,12,12,8,19,29,1,2,4,"1",4.51257962802798,0.564608415215257,0.599741986221712,0.941418857085875,4.29594732499894,-8.61908898970433
"265",265,"comp",60,60,55,58.1818181818182,19,9,15,8,25,23,1,3,27,"1",4.6875726310285,0.58081608879639,0.569033371202483,1.02070654936987,7.49657105592781,-6.20106151185202
"266",266,"comp",59,57,21,95.2380952380952,16,13,10,8,32,22,3,5,27,"1",4.3762081303654,0.63312731205948,0.333333328570223,1.89938196331934,6.70709669075982,-3.70507923283088
"267",267,"comp",57,54,23,52.1739130434783,22,17,22,15,30,22,18,5,21,"4",4.29216628917386,0.42083001786462,0.500762237133939,0.840378899721347,3.24677569704811,0.102967820305051
"268",268,"comp",60,52,32,3.125,11,17,16,15,20,23,14,14,21,"4",3.90426556619739,0.423508974816222,0.626987039742486,0.675466872473415,2.06316887816748e-07,-3.75473143858995
"269",269,"comp",49,54,52,34.6153846153846,7,12,9,8,19,20,0,0,4,"3",4.33586875244701,0.646634233683815,0.621798330842113,1.03994205453731,1.73135506858702,2.97708820793943
"270",270,"comp",53,54,20,5,7,7,8,8,22,21,0,0,19,"3",4.30872040082283,0.628364168634792,0.730769230185954,0.859866757765507,1.19407866925477,-7.29879236490863
"271",271,"comp",54,55,39,23.0769230769231,13,12,17,9,35,30,0,18,22,"2",4.03651218003538,0.889964871872138,0.999999988982319,0.889964881677487,0.127983309821767,-4.22985485866259
"272",272,"comp",58,58,35,45.7142857142857,16,13,13,13,28,22,3,1,15,"1",4.61565933717881,0.521850819962751,0.527263747491622,0.989733928124924,5.83752991951032,-8.17726940311841
"273",273,"comp",59,57,36,5.55555555555556,8,10,8,12,17,27,0,1,14,"1",3.9404359726489,0.573245726419649,0.737229147895609,0.777567908235799,0.502638423954203,-5.0917109077092
"274",274,"comp",60,62,41,17.0731707317073,10,11,16,8,27,19,14,7,20,"2",4.2508917024355,0.611015283436127,0.666666665523211,0.916522926726196,2.97707806146523,-7.02894218640417
"275",275,"comp",57,57,46,58.695652173913,8,10,8,8,16,24,0,2,25,"3",4.21221647308306,0.589188940019626,0.528076820535771,1.11572581319107,5.00054804220745,-1.71969171300501
"276",276,"comp",56,56,47,42.5531914893617,18,14,14,16,29,29,0,5,7,"1",4.63808614272156,0.536042411804114,0.544679689954405,0.984142463342053,5.98081811249004,-8.0631879406219
"277",277,"comp",60,58,38,57.8947368421053,17,13,13,16,28,25,1,0,21,"1",4.35604170839673,0.617045010267921,0.590909085992331,1.04423002606518,6.38426467266558,-3.71151161610031
"278",278,"comp",50,49,44,68.1818181818182,7,7,7,8,32,29,0,0,27,"3",4.11519187315417,0.7846326121508,0.730769229705558,1.0737077866113,1.18422369237176,-5.82245619650556
"279",279,"comp",61,58,53,5.66037735849057,15,12,16,8,32,37,1,3,9,"1",4.26509736864797,0.51053997954442,0.602374543443497,0.847545742265101,1.91146844821265,-7.28794373005289
"280",280,"comp",61,60,60,0,13,10,9,8,27,25,1,10,8,"2",4.4394752180744,0.334792929064734,0.560600585611094,0.597204030209469,4.00516240440618,-7.81695668674394
"281",281,"comp",54,55,30,0,7,10,8,8,17,25,0,0,0,"3",4.10293937186792,0.393053533517421,0.715843642699286,0.549077354427992,3.76850866589141,-4.56430755987016
"282",282,"comp",59,59,37,78.3783783783784,11,15,17,10,30,23,4,5,15,"1",4.64965383760179,0.569913269108383,0.531792591068588,1.07168335678238,6.61384240691727,-7.35746527647718
"283",283,"comp",58,58,40,22.5,15,14,11,13,23,18,0,5,20,"1",4.34966970270542,0.406794361204864,0.444919985875757,0.914309031103989,1.56695069313959,-7.93327318763607
"284",284,"comp",54,53,44,13.6363636363636,7,7,8,8,22,38,3,3,1,"2",4.16433762918159,0.718121900720993,0.840047106374922,0.854859085010035,0.584276591838495,-3.3141258568644
"285",285,"comp",45,47,41,4.8780487804878,19,19,14,15,33,28,4,5,15,"1",3.98308552676622,0.761284832825837,0.918760830069718,0.828599574459513,0.151161592349722,-5.3464330821943
"286",286,"comp",49,48,31,54.8387096774194,8,8,11,8,19,19,0,2,16,"3",4.46067064842753,0.674277089508984,0.666666666341798,1.01141563475634,0.408771356934227,-9.14097709465826
"287",287,"comp",56,55,56,33.9285714285714,14,14,15,8,23,21,0,0,9,"1",4.64193969703541,0.574535130512313,0.590909090312621,0.972290221848431,1.66801395009236,-10.0802713811841
"288",288,"comp",50,52,34,44.1176470588235,12,12,10,8,20,19,1,0,9,"1",4.78129049273456,0.791676952956282,0.704144751676954,1.12430995341635,6.5259253047477,0.660951673386402
"289",289,"comp",54,53,39,51.2820512820513,13,13,21,11,19,21,23,19,23,"4",4.04058242045739,0.595736395932549,0.39715759405066,1.50000001222829,1.63649362684555,-0.33544503016237
"290",290,"comp",59,60,34,0,7,7,7,8,12,21,0,2,6,"3",4.3633068399032,0.378148247833701,0.702275324607796,0.538461532939218,6.63776881584139,-3.74414380510961
"291",291,"comp",54,53,58,1.72413793103448,7,7,7,8,10,23,0,0,3,"3",4.57028708771379,0.502094072373358,0.589429436863329,0.851830670428119,3.27911718588254,-8.79579222996381
"292",292,"comp",54,55,49,2.04081632653061,9,7,9,8,10,21,5,3,38,"2",4.51956307186646,0.429319092458951,0.643978642315939,0.666666662911353,7.11137094869075,-3.71315070081111
"293",293,"comp",57,57,37,89.1891891891892,15,14,18,15,32,22,10,7,27,"4",4.65394884416135,0.558258691127838,0.500472675433257,1.11546287845696,5.77601306381856,-8.15379395557034
"294",294,"comp",62,61,60,1.66666666666667,9,10,11,8,18,22,0,0,14,"3",4.28818353050825,0.608817078067486,0.744109765598712,0.818181814315568,2.4123971782637,-7.24935133968676
"295",295,"comp",48,48,23,73.9130434782609,7,9,11,8,20,19,0,0,12,"3",4.6991832491921,0.591210189940414,0.552358751687278,1.0703373272071,7.82960307931556,-5.7790323199
"296",296,"comp",54,53,42,2.38095238095238,7,9,7,8,12,20,0,0,0,"3",3.82540834320764,0.807972409509302,0.999999965001981,0.807972437786737,9.35435462414931e-08,-5.48863763575102
